CustomerId,Segment
12346,Loyal
12347,Normal
12348,Normal
12349,BigSpenders
12351,Normal
12352,Normal
12353,Normal
12355,Normal
12356,BigSpenders
12357,BigSpenders
12358,BigSpenders
12359,AlmostLost
12360,Normal
12361,Normal
12362,Normal
12366,Normal
12368,Normal
12369,BigSpenders
12370,Normal
12371,BigSpenders
12373,Normal
12374,BigSpenders
12376,Normal
12377,BigSpenders
12378,Normal
12379,Normal
12380,AlmostLost
12385,BigSpenders
12386,Normal
12387,Normal
12388,Normal
12389,Normal
12391,BigSpenders
12392,Normal
12393,Normal
12395,BigSpenders
12396,Normal
12399,Normal
12400,Normal
12402,Normal
12403,Normal
12404,Normal
12406,BigSpenders
12408,Normal
12409,BigSpenders
12410,Normal
12411,Normal
12412,Normal
12413,Normal
12414,Normal
12415,Best
12416,Normal
12417,Loyal
12418,Normal
12419,Normal
12421,Normal
12422,Loyal
12423,Normal
12424,Normal
12425,Normal
12426,Normal
12427,Normal
12429,BigSpenders
12431,Best
12433,BigSpenders
12434,Normal
12435,BigSpenders
12437,Loyal
12439,Normal
12440,Normal
12441,Normal
12443,Normal
12445,Normal
12449,Normal
12450,Normal
12451,BigSpenders
12454,BigSpenders
12455,BigSpenders
12457,Normal
12458,Normal
12459,Normal
12460,Normal
12466,Normal
12467,Normal
12468,BigSpenders
12469,BigSpenders
12470,Normal
12471,Best
12472,Best
12474,Best
12475,Normal
12476,Loyal
12477,BigSpenders
12480,BigSpenders
12481,Best
12482,LostBigSpenders
12483,Best
12484,AlmostLost
12485,Normal
12486,Normal
12487,Normal
12490,Best
12492,Normal
12494,Normal
12495,Normal
12496,Normal
12497,BigSpenders
12499,Normal
12500,Loyal
12503,Normal
12504,Normal
12505,Normal
12507,Normal
12510,AlmostLost
12511,BigSpenders
12514,Normal
12516,Normal
12519,Normal
12523,Best
12524,Loyal
12525,Normal
12527,Normal
12529,Normal
12530,BigSpenders
12531,BigSpenders
12533,Normal
12537,Normal
12538,Normal
12539,BigSpenders
12540,Best
12542,Normal
12543,Normal
12547,Normal
12549,Loyal
12553,Normal
12554,Normal
12555,Normal
12557,BigSpenders
12562,Normal
12563,Normal
12567,Best
12568,Normal
12570,Normal
12573,Normal
12575,Normal
12576,Normal
12577,Normal
12578,BigSpenders
12580,Normal
12582,Normal
12583,Best
12586,BigSpenders
12588,Normal
12589,AlmostLost
12591,Normal
12592,BigSpenders
12594,BigSpenders
12595,Normal
12598,Normal
12599,Loyal
12600,Best
12601,Normal
12605,Normal
12606,Normal
12608,Normal
12609,Best
12613,BigSpenders
12615,BigSpenders
12616,Normal
12619,Normal
12621,Best
12623,Loyal
12625,BigSpenders
12629,Normal
12631,BigSpenders
12632,Normal
12633,BigSpenders
12634,Normal
12635,Normal
12636,Normal
12637,BigSpenders
12638,Normal
12639,Normal
12643,Loyal
12644,Normal
12645,BigSpenders
12647,Best
12648,Normal
12649,Normal
12651,Normal
12652,Normal
12653,BigSpenders
12655,Normal
12656,BigSpenders
12661,Normal
12662,Best
12663,Normal
12664,Normal
12665,Normal
12666,Normal
12668,Best
12670,Normal
12671,BigSpenders
12672,Normal
12673,Normal
12675,Normal
12676,Normal
12677,Normal
12678,Best
12681,Best
12682,Best
12683,Best
12686,Normal
12687,BigSpenders
12691,Normal
12692,Normal
12693,Normal
12694,Normal
12695,Normal
12696,Normal
12698,Normal
12699,Normal
12701,Normal
12703,Normal
12705,BigSpenders
12708,Best
12709,Best
12711,Normal
12712,Best
12714,Loyal
12717,Normal
12720,Best
12721,Normal
12724,Normal
12725,BigSpenders
12726,Normal
12727,Normal
12728,Normal
12730,Normal
12731,BigSpenders
12733,BigSpenders
12734,Normal
12737,BigSpenders
12738,Normal
12739,Normal
12741,Normal
12742,Normal
12744,BigSpenders
12745,Normal
12746,Normal
12747,Best
12748,Best
12749,BigSpenders
12751,Normal
12755,Best
12758,BigSpenders
12759,BigSpenders
12760,Normal
12761,Normal
12763,Normal
12765,Loyal
12766,BigSpenders
12767,Normal
12768,Normal
12770,BigSpenders
12771,Normal
12773,Normal
12774,Normal
12775,Normal
12776,Normal
12777,Normal
12778,Normal
12779,Best
12780,Normal
12782,Best
12784,Normal
12785,Normal
12786,Normal
12787,Normal
12788,Normal
12789,Normal
12790,Normal
12791,Loyal
12792,Normal
12793,Normal
12796,Normal
12797,Normal
12798,Normal
12799,Normal
12800,Normal
12801,Normal
12802,AlmostLost
12803,Normal
12804,Normal
12805,Normal
12806,BigSpenders
12807,Normal
12808,Normal
12809,Normal
12810,Normal
12811,Normal
12813,Normal
12817,Normal
12819,Normal
12820,Loyal
12821,Normal
12823,Loyal
12825,Normal
12826,Loyal
12829,Normal
12831,Normal
12835,AlmostLost
12836,Loyal
12837,Normal
12838,Best
12839,Best
12840,Normal
12841,Best
12842,Normal
12843,Best
12844,Normal
12846,Normal
12847,Normal
12848,Normal
12849,BigSpenders
12850,Normal
12851,Normal
12853,BigSpenders
12854,Normal
12855,Normal
12857,BigSpenders
12858,Normal
12859,Normal
12860,Normal
12861,Normal
12862,Normal
12863,BigSpenders
12864,Normal
12865,BigSpenders
12866,Normal
12867,Loyal
12868,Normal
12869,Normal
12870,Normal
12871,Normal
12872,Best
12873,Normal
12874,Normal
12875,Normal
12876,BigSpenders
12877,Loyal
12880,Normal
12887,Normal
12889,Normal
12890,Normal
12891,Loyal
12892,Normal
12894,Normal
12897,Normal
12898,Normal
12899,Normal
12900,Normal
12903,Normal
12905,Normal
12907,Normal
12908,Normal
12909,Normal
12910,BigSpenders
12911,Normal
12913,Best
12914,Normal
12915,Normal
12916,Normal
12917,BigSpenders
12918,BigSpenders
12920,Normal
12921,Best
12923,Normal
12924,Loyal
12925,Normal
12926,Normal
12927,Normal
12928,Best
12931,Best
12932,Loyal
12933,Normal
12934,Normal
12935,Best
12937,Normal
12939,Best
12941,Normal
12942,Normal
12943,Normal
12945,Normal
12946,Normal
12947,Normal
12948,Normal
12949,Best
12951,Loyal
12953,Normal
12954,Normal
12956,Normal
12957,BigSpenders
12958,Normal
12959,Normal
12960,Normal
12961,Normal
12963,BigSpenders
12964,Normal
12967,BigSpenders
12969,Normal
12970,Loyal
12971,Best
12972,Normal
12973,Normal
12974,Normal
12975,AlmostLost
12976,Best
12977,Normal
12978,BigSpenders
12979,Normal
12980,Loyal
12982,Loyal
12983,Normal
12986,AlmostLost
12987,Normal
12989,AlmostLost
12990,Normal
12991,Normal
12992,Normal
12993,Normal
12996,Normal
12997,Normal
12998,Normal
13000,Normal
13001,Loyal
13002,Normal
13004,Loyal
13005,Normal
13007,Normal
13008,Normal
13009,Normal
13010,Normal
13011,Normal
13012,Normal
13013,Best
13014,BigSpenders
13015,AlmostLost
13018,Loyal
13019,Loyal
13020,Normal
13021,Best
13022,Normal
13023,Normal
13024,Normal
13025,Normal
13026,Normal
13027,Loyal
13029,Normal
13030,Normal
13031,BigSpenders
13032,Loyal
13033,Normal
13034,Normal
13035,Normal
13036,Normal
13037,Loyal
13039,Normal
13041,Normal
13042,Normal
13044,AlmostLost
13045,Normal
13046,Normal
13047,Best
13048,BigSpenders
13049,Normal
13050,Best
13051,Normal
13052,AlmostLost
13053,Normal
13055,Normal
13056,Normal
13057,Normal
13059,Loyal
13063,Normal
13064,Normal
13065,Normal
13067,Normal
13069,Best
13070,Normal
13071,Normal
13073,Normal
13074,Normal
13076,Normal
13077,Best
13078,Best
13079,Normal
13080,Normal
13081,Best
13082,AlmostLost
13083,Normal
13084,Normal
13085,LostBigSpenders
13086,Normal
13087,Normal
13088,Normal
13089,Best
13090,Best
13091,BigSpenders
13092,Loyal
13093,Best
13094,Normal
13096,Normal
13097,Loyal
13101,Normal
13102,Best
13103,Normal
13104,Normal
13105,Normal
13106,Normal
13107,BigSpenders
13108,Normal
13109,Normal
13110,Normal
13111,Normal
13112,Normal
13113,Best
13114,Normal
13115,Best
13117,Loyal
13118,Normal
13119,Normal
13123,Normal
13124,Normal
13125,Normal
13126,Best
13128,Normal
13129,Normal
13131,BigSpenders
13133,Normal
13134,Normal
13135,Normal
13136,Best
13137,Loyal
13138,Normal
13139,BigSpenders
13140,Normal
13141,Loyal
13143,Normal
13144,Normal
13145,Normal
13148,Loyal
13150,Normal
13151,Normal
13152,Loyal
13154,Normal
13155,Normal
13156,Normal
13157,BigSpenders
13158,Normal
13161,Normal
13162,Best
13163,Normal
13164,Normal
13165,Normal
13166,Normal
13167,Normal
13168,Normal
13169,Normal
13172,Normal
13173,Best
13174,Best
13175,Normal
13177,Normal
13178,Loyal
13179,Normal
13180,Normal
13181,Normal
13183,Loyal
13187,Normal
13190,Normal
13191,Normal
13192,Normal
13194,Normal
13195,Normal
13196,Normal
13197,Normal
13198,Normal
13199,Best
13201,Normal
13202,Loyal
13203,Loyal
13204,Normal
13205,BigSpenders
13206,Loyal
13207,Normal
13208,Normal
13209,BigSpenders
13211,Loyal
13213,Loyal
13214,Loyal
13215,Normal
13217,Normal
13219,Normal
13220,Normal
13222,Normal
13223,Normal
13225,AlmostLost
13226,Normal
13230,Best
13233,Normal
13234,Normal
13237,Normal
13238,Normal
13239,Normal
13240,Normal
13241,Normal
13242,Normal
13243,Normal
13245,Normal
13246,Normal
13249,Loyal
13250,Normal
13251,Normal
13252,Normal
13253,BigSpenders
13254,Normal
13255,Normal
13257,Normal
13258,Normal
13259,Loyal
13262,Normal
13263,Normal
13264,Normal
13266,Loyal
13267,Best
13269,Best
13270,Normal
13274,Normal
13275,Normal
13276,Normal
13277,Normal
13278,Normal
13280,Normal
13281,Normal
13282,Normal
13283,Normal
13285,Normal
13286,Normal
13287,Normal
13288,Normal
13289,Normal
13290,Normal
13291,Loyal
13292,Normal
13293,Loyal
13294,Normal
13295,Normal
13296,Normal
13297,BigSpenders
13299,Normal
13300,Normal
13302,Normal
13303,Normal
13304,Normal
13305,Best
13306,Normal
13307,Normal
13308,Normal
13309,Normal
13310,Normal
13312,Normal
13313,AlmostLost
13315,Normal
13316,Loyal
13317,Loyal
13319,Best
13320,Normal
13324,AlmostLost
13326,Normal
13327,Best
13329,Best
13330,Normal
13331,Normal
13333,Normal
13334,BigSpenders
13337,Normal
13338,BigSpenders
13340,BigSpenders
13346,Loyal
13357,BigSpenders
13359,Normal
13360,Normal
13361,Normal
13362,BigSpenders
13363,Normal
13367,Normal
13368,Normal
13369,Normal
13370,Normal
13371,BigSpenders
13373,BigSpenders
13374,Normal
13375,Normal
13377,Normal
13380,Normal
13381,Best
13382,Normal
13383,Normal
13384,BigSpenders
13386,Normal
13387,Normal
13388,Normal
13392,Normal
13393,Normal
13394,Best
13395,Normal
13397,Normal
13398,Normal
13399,Normal
13400,Normal
13402,Normal
13403,Normal
13405,Normal
13406,Normal
13407,BigSpenders
13408,Best
13410,Normal
13412,Normal
13413,Loyal
13414,Normal
13415,Normal
13416,Normal
13417,Normal
13418,Best
13421,Loyal
13423,Normal
13424,Normal
13425,BigSpenders
13426,Best
13427,Normal
13428,Normal
13431,Loyal
13432,Normal
13433,Normal
13434,Normal
13435,Normal
13438,Normal
13439,Normal
13440,Loyal
13441,Normal
13442,Normal
13443,Loyal
13444,Normal
13445,Normal
13446,AlmostLost
13448,Best
13450,Best
13451,Best
13452,Normal
13453,Normal
13454,Normal
13455,BigSpenders
13457,Normal
13458,BigSpenders
13459,Normal
13461,BigSpenders
13462,Normal
13464,BigSpenders
13465,Normal
13466,Normal
13468,Best
13469,Normal
13472,Normal
13473,LostBigSpenders
13474,Normal
13476,Normal
13477,Normal
13478,BigSpenders
13479,Normal
13480,Normal
13481,Best
13482,Normal
13484,Normal
13485,Best
13487,Normal
13488,Best
13490,Normal
13491,Best
13495,Best
13497,Normal
13498,Normal
13500,Normal
13501,Normal
13502,Normal
13503,Normal
13506,Normal
13508,Normal
13509,Normal
13510,Best
13511,Normal
13512,Normal
13513,Normal
13514,Normal
13515,Normal
13516,Normal
13519,Normal
13520,Best
13523,Normal
13526,Normal
13527,BigSpenders
13530,Normal
13531,Normal
13534,Best
13535,Normal
13537,Normal
13538,BigSpenders
13539,Normal
13540,Normal
13541,Normal
13542,Best
13543,Normal
13544,Normal
13545,Normal
13546,Normal
13547,Normal
13548,Normal
13549,Normal
13550,Normal
13551,Normal
13552,AlmostLost
13553,Normal
13554,Loyal
13555,Best
13556,Normal
13557,Loyal
13559,Normal
13561,Loyal
13562,BigSpenders
13564,Best
13565,Normal
13566,Normal
13567,Normal
13569,Normal
13571,Best
13573,Normal
13574,Normal
13576,Best
13577,Best
13578,Normal
13579,Normal
13580,Normal
13581,Normal
13582,Normal
13583,Normal
13584,Normal
13585,Normal
13586,Normal
13587,Normal
13589,Normal
13590,Best
13591,Normal
13593,Loyal
13594,Normal
13595,Normal
13597,Normal
13598,Normal
13599,Best
13600,Normal
13601,Normal
13602,Normal
13604,Normal
13605,Normal
13607,Normal
13608,Normal
13609,Normal
13610,Loyal
13611,Best
13612,Normal
13613,Normal
13614,Normal
13615,Loyal
13616,Normal
13617,Normal
13619,Normal
13620,Normal
13622,Normal
13623,BigSpenders
13624,Normal
13625,Normal
13626,Normal
13627,Normal
13628,Normal
13629,Loyal
13632,Normal
13634,Best
13635,BigSpenders
13639,Normal
13640,Normal
13641,Normal
13642,Normal
13643,Loyal
13646,Normal
13647,Normal
13648,Loyal
13649,Normal
13650,Normal
13651,Normal
13652,Normal
13653,Normal
13654,BigSpenders
13655,Normal
13656,Normal
13658,BigSpenders
13659,Loyal
13660,Normal
13661,Normal
13662,Loyal
13663,BigSpenders
13665,Normal
13666,Normal
13668,Loyal
13669,Normal
13671,Normal
13672,Normal
13674,Normal
13676,Normal
13677,Normal
13679,Normal
13680,AlmostLost
13683,Normal
13684,Normal
13686,Normal
13687,BigSpenders
13688,Normal
13689,Normal
13691,Normal
13692,Normal
13693,Best
13694,Best
13695,Normal
13696,BigSpenders
13698,Normal
13699,Normal
13700,Normal
13701,Normal
13702,Normal
13703,Normal
13705,Normal
13706,Normal
13707,BigSpenders
13709,Normal
13710,Normal
13711,Loyal
13712,Normal
13713,Normal
13714,Normal
13715,Best
13717,Normal
13719,Loyal
13721,Normal
13722,AlmostLost
13723,Normal
13724,Normal
13727,Loyal
13728,Loyal
13729,Normal
13733,Normal
13734,BigSpenders
13735,Best
13736,BigSpenders
13738,Normal
13739,Normal
13740,Normal
13745,Normal
13746,Normal
13747,Normal
13748,Normal
13750,Best
13752,Normal
13753,Normal
13754,Normal
13756,Best
13757,Normal
13758,Best
13760,Normal
13761,Normal
13762,BigSpenders
13763,BigSpenders
13764,Normal
13765,Normal
13766,Normal
13767,Best
13768,Normal
13769,Best
13770,Normal
13771,BigSpenders
13772,BigSpenders
13773,Normal
13775,Normal
13776,Normal
13777,Best
13778,Normal
13779,Normal
13780,Normal
13781,Normal
13782,Loyal
13783,Normal
13784,Normal
13785,Normal
13786,Best
13787,Normal
13788,Normal
13789,Normal
13792,Normal
13793,Normal
13794,Normal
13795,Normal
13796,Normal
13797,Normal
13798,Best
13799,AlmostLost
13800,Normal
13802,Best
13803,Normal
13804,Normal
13807,Normal
13809,Normal
13813,Normal
13814,Normal
13815,BigSpenders
13818,Normal
13819,Normal
13820,Normal
13821,Normal
13823,BigSpenders
13824,Loyal
13825,Normal
13829,Normal
13830,Normal
13831,Best
13832,Normal
13833,Normal
13834,Normal
13835,Normal
13836,Normal
13838,Loyal
13839,Normal
13840,Normal
13842,Best
13843,Normal
13846,Normal
13847,Normal
13848,Best
13849,BigSpenders
13851,BigSpenders
13852,Normal
13854,Best
13855,Normal
13856,Loyal
13857,Loyal
13859,Normal
13861,Normal
13862,Normal
13863,Normal
13864,Normal
13869,Best
13870,Loyal
13871,Normal
13872,Normal
13873,Normal
13874,Loyal
13875,Loyal
13877,Normal
13878,Normal
13879,Normal
13880,Normal
13881,Best
13883,Loyal
13884,Normal
13888,Normal
13889,Normal
13890,Normal
13891,Normal
13892,Normal
13895,Normal
13896,Normal
13897,Normal
13898,Normal
13900,Normal
13901,Best
13902,BigSpenders
13903,Normal
13905,Normal
13906,Normal
13907,Normal
13909,Normal
13911,Loyal
13912,Normal
13913,Normal
13915,Normal
13916,Normal
13919,Normal
13920,BigSpenders
13921,Normal
13922,Normal
13927,Normal
13929,Loyal
13931,Loyal
13935,BigSpenders
13936,Normal
13937,Normal
13939,Normal
13941,Best
13942,Normal
13943,Normal
13944,Normal
13945,Normal
13946,Normal
13948,Normal
13952,Best
13953,BigSpenders
13955,Normal
13957,Normal
13958,Best
13959,Normal
13961,Normal
13962,Normal
13963,Best
13964,Normal
13965,Normal
13966,Normal
13967,Normal
13968,Normal
13969,Best
13970,Normal
13971,AlmostLost
13974,Normal
13975,Loyal
13976,Normal
13977,Normal
13979,Loyal
13980,Normal
13981,Normal
13982,Best
13983,Best
13984,Loyal
13985,Best
13987,Normal
13988,Normal
13989,Normal
13992,Normal
13993,Best
13995,Best
13996,Normal
13997,Normal
13998,Normal
13999,Best
14000,Normal
14001,Best
14003,Normal
14004,Normal
14006,Normal
14007,Normal
14008,Normal
14009,Normal
14010,Normal
14011,Normal
14013,Normal
14014,Normal
14016,Loyal
14017,Normal
14018,Normal
14020,Normal
14021,Normal
14022,Normal
14024,Normal
14025,AlmostLost
14026,Normal
14028,BigSpenders
14030,Best
14031,Best
14032,Best
14033,Normal
14035,Normal
14037,Normal
14038,Normal
14039,Normal
14040,Loyal
14042,Normal
14043,Normal
14044,AlmostLost
14045,Best
14047,Best
14048,Normal
14049,Loyal
14051,Best
14052,Normal
14053,Normal
14055,Normal
14057,BigSpenders
14058,Normal
14060,Best
14061,Normal
14062,Best
14063,AlmostLost
14064,AlmostLost
14065,Normal
14068,Normal
14069,Normal
14070,Normal
14072,Normal
14074,Normal
14075,Normal
14077,Normal
14078,Normal
14079,Normal
14080,Normal
14081,Best
14082,Normal
14083,Normal
14084,Normal
14085,Best
14086,Normal
14087,Normal
14088,BigSpenders
14091,BigSpenders
14092,Best
14094,Normal
14095,Normal
14097,Normal
14099,Best
14101,Loyal
14104,Normal
14105,BigSpenders
14106,Normal
14107,BigSpenders
14108,Normal
14110,AlmostLost
14112,AlmostLost
14113,Best
14114,Normal
14115,Normal
14118,Normal
14119,Normal
14122,Normal
14123,Normal
14126,Normal
14127,Normal
14128,Normal
14129,Normal
14130,Normal
14131,Normal
14133,Normal
14134,Best
14135,Best
14136,Normal
14137,Normal
14139,Normal
14142,Normal
14144,Normal
14145,BigSpenders
14146,Loyal
14147,Loyal
14148,Normal
14151,Normal
14152,Normal
14153,Normal
14154,Best
14156,Best
14157,Normal
14159,Best
14160,LostBigSpenders
14161,BigSpenders
14163,Normal
14166,Normal
14167,Normal
14168,Normal
14169,Normal
14170,Normal
14171,Normal
14172,Normal
14173,Normal
14175,BigSpenders
14176,Normal
14177,Loyal
14180,Loyal
14181,Normal
14182,Normal
14183,Normal
14186,Normal
14187,Normal
14189,Normal
14190,Normal
14191,Normal
14192,Normal
14193,Normal
14194,Loyal
14195,Normal
14197,Normal
14198,Normal
14199,Normal
14200,Normal
14201,Normal
14202,Normal
14203,Normal
14204,Normal
14205,Loyal
14206,Normal
14207,Normal
14208,Normal
14209,Loyal
14210,Best
14211,Loyal
14212,Normal
14213,Normal
14215,Normal
14216,Normal
14217,Loyal
14219,Normal
14220,Normal
14221,AlmostLost
14224,Normal
14225,BigSpenders
14226,Normal
14227,BigSpenders
14228,Normal
14229,Normal
14230,Normal
14231,Normal
14233,Normal
14235,Normal
14236,Normal
14237,Normal
14238,Normal
14239,AlmostLost
14240,Normal
14241,Normal
14243,Best
14244,Normal
14247,Normal
14248,Normal
14249,Loyal
14252,Normal
14253,Normal
14254,Normal
14255,Normal
14256,Normal
14257,BigSpenders
14258,Loyal
14260,Normal
14263,Normal
14264,Normal
14265,Normal
14266,Normal
14268,Normal
14269,Normal
14271,Normal
14272,Normal
14274,Normal
14275,Loyal
14276,Normal
14277,Loyal
14278,Normal
14279,Normal
14281,Normal
14282,Best
14283,Normal
14284,Normal
14285,Normal
14286,BigSpenders
14290,BigSpenders
14291,Best
14292,Loyal
14293,Best
14294,Normal
14295,BigSpenders
14296,Normal
14298,Best
14299,Best
14301,Normal
14302,Normal
14303,Normal
14304,Normal
14306,Normal
14307,BigSpenders
14308,Normal
14309,Normal
14310,Normal
14311,Normal
14312,Normal
14314,Normal
14315,Normal
14316,Normal
14318,Normal
14319,Normal
14320,Normal
14321,Normal
14322,Normal
14324,Normal
14325,Normal
14326,Normal
14327,Normal
14328,Normal
14329,Best
14330,Normal
14332,Normal
14334,BigSpenders
14338,Normal
14339,Normal
14341,AlmostLost
14342,Normal
14343,Normal
14344,Best
14346,Normal
14347,Normal
14350,Normal
14353,Normal
14355,Normal
14358,Normal
14361,Normal
14363,Normal
14365,Normal
14366,Normal
14369,Normal
14370,Loyal
